run_id,timestamp_utc,mode,solver_family,solver_approach,grounding_strategy,config_path,ontology_used,ontology_entry_count,tool_annotation_used,tool_count,constraints_used,constraint_count,translation_builder,translation_schema,completed_stage,fact_count,translation_sec,translation_peak_rss_mb,combined_peak_rss_mb,base_grounding_sec,base_grounding_peak_rss_mb,grounding_sec_total,solving_sec_total,rendering_sec_total,total_sec,raw_models_seen,raw_solutions_found,solutions_found,grounded_horizons,first_satisfiable_horizon,optimized_enabled,effective_parallel_mode,compressed_candidate_engaged
65388b1f-6381-4380-b07e-d1f2977bc324,2026-04-21T19:59:18.888398+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,45447,0.694653,72.625,76.359,0.040291,67.422,2.730698,2.718842,0.006035,6.150227,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
33693212-8afa-4396-9bac-9c363682a217,2026-04-21T20:19:38.439857+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,45447,0.660288,72.562,76.297,0.035867,67.547,4.502278,5.413130,0.004972,10.580667,0,0,1000,"1,2,3,4,5,6",3,true,"6,compete",true
6fa10c2c-2349-493b-81c5-1731ad16b941,2026-04-21T20:50:02.949124+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,45447,0.645636,72.797,77.312,0.035510,67.750,2.542848,2.638181,0.001819,5.828483,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
842c04fa-b7c6-47ee-b860-e6398ed64f16,2026-04-21T20:53:36.772441+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.677554,81.625,86.625,0.041624,77.078,2.665424,3.404510,0.002235,6.749723,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
b8c5d2f8-226a-48ae-bf90-db2a88e26e4a,2026-04-21T23:41:22.077629+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.721936,81.047,90.375,0.048104,81.000,3.299665,3.449007,0.002495,7.473102,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
074c5719-6008-44a6-a053-91f971baa2f6,2026-04-21T23:43:44.591580+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.687927,81.812,90.109,0.041920,80.984,2.556576,4.431975,0.001813,7.678290,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
e8592b46-f022-413e-ae66-c0072d1dee5a,2026-04-21T23:47:06.640361+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.708871,80.984,104.875,0.044390,81.031,2.910859,3.074293,0.019223,6.713246,1518,1000,1000,"1,2,3,4,5",3,true,"6,compete",true
cc5b4948-230b-44b1-80fd-7069c928fafa,2026-04-21T23:48:35.675402+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.696398,81.047,89.516,0.045089,80.969,2.914682,3.501264,0.002892,7.115236,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
84b51b1e-eefb-45dd-9c7e-1ec2d25b7d04,2026-04-22T00:08:23.831407+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.674772,82.109,90.641,0.042418,80.562,2.831652,3.570181,0.001735,7.078339,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
8d0fe1c3-1a71-46e5-b23b-993b02539cf3,2026-04-22T00:09:55.846894+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/config_ASP_Masspectrometry_No3_extended_WC.json,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/edam.owl,3421,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/bio.tools_proteomics_domain.json,277,/Volumes/ZGMF-X20A/workflomics/APEvASP_test_case_bench/test_cases/MassSpectrometry/No3/constraints_ASP_no3.json,4,candidate_optimized,optimized_candidate,run,60280,0.683236,81.688,90.141,0.044190,81.031,2.967941,3.131198,0.001887,6.784262,0,0,1000,"1,2,3,4,5",3,true,"6,compete",true
