test,mode,horizon,optimized_enabled,effective_parallel_mode,compressed_candidate_engaged,translation_ms,setup_grounding_ms,solving_ms,memory_used_mb,workflow_candidates_found,constraints_used,timed_out
No1,multi-shot,1,true,"6,compete",true,799,46,0,82.95,0,true,false
No1,multi-shot,2,true,"6,compete",true,799,34,0,82.95,0,true,false
No1,multi-shot,3,true,"6,compete",true,799,312,110,82.97,6,true,false
No1,multi-shot,4,true,"6,compete",true,799,743,295,82.97,10,true,false
