run_id,timestamp_utc,mode,solver_family,solver_approach,grounding_strategy,config_path,ontology_used,ontology_entry_count,tool_annotation_used,tool_count,constraints_used,constraint_count,translation_builder,translation_schema,completed_stage,fact_count,translation_sec,translation_peak_rss_mb,base_grounding_sec,base_grounding_peak_rss_mb,grounding_sec_total,solving_sec_total,rendering_sec_total,total_sec,raw_models_seen,raw_solutions_found,solutions_found,grounded_horizons,first_satisfiable_horizon,python_precompute_direct_enabled,effective_parallel_mode,compressed_candidate_engaged
783f1a74-d6b5-476a-a0c3-6241bf656223,2026-04-07T21:04:48.750559+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/E0/config_ASP_GeoGMT_E0_WC.json,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/GMT_UseCase_taxonomy.owl,137,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/tool_annotations.json,34,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/E0/constraints_ASP_e0.json,26,runtime_legacy,legacy,run_timeout,653,0.006605,21.000,,,0.000000,20.013784,0.000000,20.020389,0,0,0,,,false,"6,compete",false
240cd647-fcad-4180-bb1a-5916ab991a08,2026-04-07T21:04:48.761525+00:00,multi-shot,multi-shot,legacy,hybrid,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/E0/config_ASP_GeoGMT_E0_WC.json,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/GMT_UseCase_taxonomy.owl,137,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/tool_annotations.json,34,/Volumes/ZGMF-X20A/GARYU/ape_asp_benchmarks/test_cases/GeoGMT/E0/constraints_ASP_e0.json,26,runtime_legacy,legacy,run_timeout,2299,0.013223,21.469,,,0.000000,20.053468,0.000000,20.066691,0,0,0,,,true,"6,compete",false
